partition_dt;okrug_mt;province_mt;locality_mt;merchant_city_nm;merchant_id;merchant_nm;terminal_id;geocode_quality_mt;region_denormalized_mt;settlement_denormalized_mt;street_address_denormalized_mt;latitude_mt;longitude_mt;okrug_stl;province_stl;area_mt;area_stl;locality_stl;district_mt;street_mt;house_mt;level_mt;full_addr_clear_hash;cluster_key;cluster_full_addr_clear_hash;fias_houseguid;fias_aoguid;fias_level;inn_mt;chain_mt;company_mt;internet_flag;sbrf_net;mcc_code;mcc_name;mcc_cat;mcc_supercat;terminal_type;kpp;manual_flg;store_format;count_trans;amount_rur;avg_cheque;locality;latitude;longitude;distance;point_type
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;GPN11000;GAZPROMNEFT AZS 085;RZ33085A;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Сибиряков-Гвардейцев, 24 к.1;86.08045;55.33554;"";"";Кемеровский городской округ;"";"";Кемерово;улица Сибиряков-Гвардейцев;24;house;6f438aa6dcf3d254e5b3c3cfc6e0786e;"";"";f158b573-dff8-41e0-b21f-7f474990aadd;244d3121-809b-4fd1-b745-1be6436789fa;housecode;7709359770;Газпром нефть;NULLVALUE;N;N;5542;Автоматизированные бензозаправки;Автозаправки;Личный транспорт;"";"";Y;NULLVALUE;2915;2585082.6400000000;886.8208027444;Кемерово;55.354727;86.088374;3485063.450023889000000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;GPN11000;GAZPROMNEFT AZS 087;RZ33087A;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Базовая, 18, к.2;86.07745;55.32475;"";"";Кемеровский городской округ;"";"";Кемерово;Базовая улица;18к2;house;da6f5a153c05202684a6963e08741fee;"";"";8a6d673c-e6da-48ce-b538-7be7e1bdc95f;5f9dd12e-10c1-4dc9-9597-3b2846eb4c51;housecode;7709359770;Газпром нефть;NULLVALUE;N;N;5542;Автоматизированные бензозаправки;Автозаправки;Личный транспорт;"";"";Y;NULLVALUE;2806;2681002.3600000000;955.4534426230;Кемерово;55.354727;86.088374;3484832.684643904700000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;4520453932;AVTOMASLA 2;20453932;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Суворова, 29, к.1;86.0722;55.38421;"";"";Кемеровский городской округ;"";"";Кемерово;улица Суворова;29к1;house;94e9e0b505e3955187735396ba7051b2;c22d64f455d6c79360f3c3bf7323b857;"";993688a3-319b-4852-b4ed-0c50566161b6;f901dcb3-1368-413a-bc0c-07b229544196;housecode;"";НЕ БРЕНД;"";N;N;5533;Магазины автозапчастей;Продажа и обслуживание личного транспорта;Личный транспорт;"";"";N;"";7;7651.0100000000;1093.0014285714;Кемерово;55.354727;86.088374;3484095.445147793700000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;GPN11000;GAZPROMNEFT AZS 126;RZ33126A;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Кузнецкий, 55 к.1;86.06;55.34815;"";"";Кемеровский городской округ;"";"";Кемерово;Кузнецкий проспект;55к1;house;037debdefb718b103a5a60ca7ad5ce0d;"";"";f4f5e6c8-9b1f-45e8-a986-7fd4fc2ffd39;e6034107-caa1-4f29-802b-19cbc8b04cf7;housecode;7709359770;Газпром нефть;NULLVALUE;N;N;5542;Автоматизированные бензозаправки;Автозаправки;Личный транспорт;"";"";Y;NULLVALUE;2664;2163956.3600000000;812.2959309309;Кемерово;55.354727;86.088374;3483123.775396406700000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;GPN11000;GAZPROMNEFT AZS 001;RZ330011;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Щетинкина, 19, к.1;86.054;55.36061;Сибирский федеральный округ;Кемеровская область;Кемеровский городской округ;Кемеровский городской округ;Кемерово;Кемерово;улица Щетинкина;19к1;house;2b47893877932e01f03a2aef6a08e8f6;"";"";"";"";"";7709359770;Газпром нефть;NULLVALUE;N;N;5541;Станции техобслуживания;Автозаправки;Личный транспорт;"";"";Y;NULLVALUE;1799;1660306.6200000000;922.9052918288;Кемерово;55.354727;86.088374;3482517.160057994500000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;240086456;KARAVAI;Y0054392;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Железнодорожная, 4а;86.0413;55.35751;"";"";Кемеровский городской округ;"";"";Кемерово;Железнодорожная улица;4А;house;6af1cee668e5d7c9c67faaf19d7ba0d1;897ad9ff4808b4296d0ca4635b10ae34;"";13270d1f-9be2-48d0-8843-1731579e25d3;6ef547dc-0039-4224-bc29-42d751128531;housecode;"";НЕ БРЕНД;"";N;N;5462;Булочные;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;"";"";N;"";473;92684.6000000000;195.9505285412;Кемерово;55.354727;86.088374;3481359.256008496000000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;961000068939;KMPV;22052021;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Стройгородок, 1 к.3;86.04333;55.41979;"";"";Кемеровский городской округ;"";"";Кемерово;улица Стройгородок;1К3;house;4ba0bcdcd31da0be0eb9448ec7a2603b;2ec97bdcbebffde1bfba2b8a182affdb;"";c31b3161-d6b4-474a-93c7-7a0cc5ec512f;dab93071-36dc-4b9c-bd47-e8a01d43b9e8;housecode;"";"";"";N;N;5211;Пиломатериалы;Строительство и ремонт;Всё для дома;"";"";N;"";89;1175577.1600000000;13208.7321348315;Кемерово;55.354727;86.088374;3481279.413046162000000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;240063670;IP DEGTYAREV S V;Y0042120;1;NULLVALUE;NULLVALUE;Кемеровская область, Кемерово, Кузнецкий, 260, к.2;86.034;55.31192;"";"";Кемеровский городской округ;"";"";Кемерово;Кузнецкий проспект;260к2;house;db5f82d9a8753dc5b297d0e91da4e953;48ce937da8d44624df2e70f785a26c57;"";b30e60fc-6cf4-44ce-abac-0d20cdc2417e;e6034107-caa1-4f29-802b-19cbc8b04cf7;housecode;"";НЕ БРЕНД;"";N;N;5211;Пиломатериалы;Строительство и ремонт;Всё для дома;"";"";N;"";215;1419800.2300000000;6603.7220000000;Кемерово;55.354727;86.088374;3480882.414350824400000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;GPN11000;GAZPROMNEFT AZS 008;RZ330081;1;NULLVALUE;NULLVALUE;Кемеровская область, Комиссарово, Таврическая, 1 к.1;86.03077;55.30018;Сибирский федеральный округ;Кемеровская область;Кемеровский городской округ;Кемеровский городской округ;Кемерово;Кемерово;Таврическая улица;01.янв;house;c2b6b3d28538b8ad801d299e49312a92;"";"";"";"";"";7709359770;Газпром нефть;NULLVALUE;N;N;5541;Станции техобслуживания;Автозаправки;Личный транспорт;"";"";Y;NULLVALUE;5485;5143840.8500000000;937.8014311759;Кемерово;55.354727;86.088374;3480635.403902052000000000;large
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000009809;IP LIPANINA;20703200;1;Кемеровская область;Кемерово;улица Новые латыши, 1 А;55.533313;86.161803;"";"";Кемеровский городской округ;"";"";"";улица Станция Новые Латыши;1;house;f64353a44f9942311a0c99bd690bbf10;606642b06a203b2dc11182a6efa396a2;"";c2542855-d8c7-4166-ad16-98c1c0a84ee8;e6fde25f-e744-4114-8a09-ea12b1fc85e2;housecode;420551331362;НЕ БРЕНД;IP LIPANINA;N;Y;5462;Булочные;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";473;111657.0000000000;236.0613107822;Кемерово;55.354727;86.088374;20396.496636699840000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000007668;IP KLIMCHUK;20539638;1;Кемеровская область;Кемерово;улица Автобазовская , 16;55.527596;86.107032;"";"";Кемеровский городской округ;"";"";"";Автобазовская улица;16;house;a5fc58f55e674d9b46620acfc22e7391;3a76a2b0419c86a8f44d5efeb2237688;"";d67c5e85-b8cb-42d7-a302-da31ea636b34;bd2124fb-2d2f-4f63-ba41-3903cd314f23;housecode;420800080584;НЕ БРЕНД;ИП КЛИМЧУК;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";1083;291787.0000000000;269.4247460757;Кемерово;55.354727;86.088374;19263.574118951863000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000006479;SKORPION;20468640;1;Кемеровская область;Кемерово;улица Строительная, 4;55.522959;86.109188;"";"";Кемеровский городской округ;"";"";"";Строительная улица;4;house;fd88c84ec531486bcba9885c3b8307b6;1de66e6e0d672bee779371fe7f200667;"";d2127bc1-f224-4227-ab57-97204c8be213;6ab995f0-a4f0-4dae-9b30-c4032e2e01ba;housecode;420541949470;НЕ БРЕНД;СКОРПИОН;N;Y;5039;Оптовые поставщики других стройматериалов;Строительство и ремонт;Всё для дома;POS;"";N;"";294;132529.0000000000;450.7789115646;Кемерово;55.354727;86.088374;18757.846016945090000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000000688;KHMELNICA;20047379;1;Кемеровская область;Кемерово;проезд Комсомольский, Дом 12А;55.52278;86.11297;"";"";Кемеровский городской округ;"";"";"";Комсомольский проезд;12А;house;c92662000c118e2208695fc0e9b1e53e;d122879fd7c83a79cadf0ea728d10ee6;"";28beeeaa-d640-48bd-aada-9aac2164f2c4;e267b67e-3e18-47bf-b154-c48db1185232;housecode;4205352963;НЕ БРЕНД;ХМЕЛЬНИЦА;N;Y;5921;Магазины алкоголя;Магазины алкоголя;Супермаркеты и продуктовые магазины;POS;420501001;N;"";331;87270.4600000000;263.6569788520;Кемерово;55.354727;86.088374;18756.221512062510000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;0049312331;OOO HMELNITSA;J312331;1;NULLVALUE;NULLVALUE;650903, KEMEROVO, 12 KOMSOMOLSKIY PASS.;55.522612;86.112638;"";"";Кемеровский городской округ;"";"";"";Комсомольский проезд;12;house;f5641e7faf7879243024f9b2e35d861d;71f2c21e6c3ca773eb3c403e4a0dc5bf;"";"";"";"";"";"";"";N;N;5411;Супермаркеты и продуктовые магазины;Супермаркеты и продукты;Супермаркеты и продуктовые магазины;"";"";N;"";338;93040.4300000000;275.2675443787;Кемерово;55.354727;86.088374;18735.876509650345000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;SANKT-PETERBU;9295890487;ZAO PLEMZAVOD RUCHI;29405760;0;"";Щеглово;"ул Новая, Дом 34   \"\"";55.522133;86.116267;"";"";Кемеровский городской округ;"";"";"";Новая улица;30;house;82924b999cd72f3c43868d34a902b73f;cca846e78ac28d38b8c0d187da09d249;"";495364bd-848a-4263-aba0-266f0db26229;e01e4a9e-2963-4839-9995-c4c4dd67929f;housecode;"";НЕ БРЕНД;"";N;N;5411;Супермаркеты и продуктовые магазины;Супермаркеты и продукты;Супермаркеты и продуктовые магазины;"";"";N;"";609;207312.0000000000;340.4137931034;Кемерово;55.354727;86.088374;18702.935246494890000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000011559;KRYUGER;20847325;1;Кемеровская область;Кемерово;ул Максима Горького, Дом 1;55.522393;86.106287;"";"";Кемеровский городской округ;"";"";"";улица Максима Горького;1;house;7df1ed81449cb7d8927f441922a345df;93bc1277e00731493a26cdbc3ae05273;"";cc0d4b7d-4b1a-418f-b64e-2f473090dd99;898bf51a-8d32-4483-a256-fd994de0f1b3;housecode;420509570279;Крюгер;КРЮГЕР;N;Y;5921;Магазины алкоголя;Магазины алкоголя;Супермаркеты и продуктовые магазины;POS;"";N;"";566;139191.2700000000;245.9209717314;Кемерово;55.354727;86.088374;18683.081153599887000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000008187;HYUNDAI BEAUTY;532915;1;Кемеровская область;Кемерово;ул Советская, 56а;55.522306;86.097313;"";"";Кемеровский городской округ;"";"";"";Советская улица;"";street;fc50fd251ea77f76f680f5ed1f8ec779;b74955660ead69295a26ed7d3a3584f4;"";"";0680a23f-0f19-460b-a703-2ae4b4e5b6be;streetcode;420591616318;НЕ БРЕНД;HYUNDAI BEAUTY;N;Y;5977;Магазины косметики;Магазины косметики;Медицина и косметика;POS;"";N;"";92;56350.0000000000;612.5000000000;Кемерово;55.354727;86.088374;18647.716494079647000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000003327;MTS S153;20204577;1;"";Кемерово;ул Ленина, Дом 1;55.522204;86.098445;"";"";Кемеровский городской округ;"";"";"";улица Ленина;1;house;1cfd3b0b0cb5559d4aab153e081f9399;58dd144f2c56932c86d9f6f50c863b73;"";db4cf6ad-1e4d-4fab-86f8-1cd49720f105;534207c6-ab0e-431a-a9ba-dafa4e0cba9f;housecode;7709356049;«МТС» — оператор сотовой связи;MTS S153;N;Y;4812;Телекоммуникационное оборудование и продажа телефонов;Связь - продажа телефонов и оборудования;Телефония и интернет;POS;773301001;N;"";20;68068.0000000000;3403.4000000000;Кемерово;55.354727;86.088374;18638.675078800272000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000113166;IP GASANOV I.M.O.;10921201;1;Кемеровская область;Кемерово;ул Ленина, южнее N24;55.522052;86.101714;"";"";Кемеровский городской округ;"";"";"";улица Ленина;19;house;772f2d32e2c7409db494118a89c43bb1;e3f3ebdf4962ec9b7c1f16aee513bdec;"";"";"";"";420700289085;НЕ БРЕНД;ИП ГАСАНОВ И.М.О.;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";3433;517640.5000000000;150.7837168657;Кемерово;55.354727;86.088374;18629.957830814090000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000112863;AVTOZAPCHASTI;10900778;1;Кемеровская область;Кемерово;ул Ленина, 13 кв 2;55.522067;86.100672;"";"";Кемеровский городской округ;"";"";"";улица Ленина;15;house;2535665a93abed62815e874618829118;fe881acc8f92cec3a4babb202f8d3ebd;"";"";534207c6-ab0e-431a-a9ba-dafa4e0cba9f;streetcode;420600104291;"";АВТОЗАПЧАСТИ;N;Y;5533;Магазины автозапчастей;Продажа и обслуживание личного транспорта;Личный транспорт;POS;"";N;"";37;192056.0000000000;5190.7027027027;Кемерово;55.354727;86.088374;18628.770013563004000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;641000004996;AKSEUM;21000557;1;"";Кемерово;ул Ленина, 39;55.521904;86.101912;"";"";Кемеровский городской округ;"";"";"";улица Ленина;"";street;13aa9d3ae5e5cee0b413f9dac0229663;"";"";"";534207c6-ab0e-431a-a9ba-dafa4e0cba9f;streetcode;7017428990;НЕ БРЕНД;АКСЕУМ;N;Y;4812;Телекоммуникационное оборудование и продажа телефонов;Связь - продажа телефонов и оборудования;Телефония и интернет;POS;"";N;"";1;930.0000000000;930.0000000000;Кемерово;55.354727;86.088374;18614.082388936860000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000017286;FELIKS;21323077;1;Кемеровская область;Кемерово;ул Новогодняя, Дом 8А;55.521669;86.104122;"";"";Кемеровский городской округ;"";"";"";Новогодняя улица;8А;house;31a307e7a76768074b82515ae00fd0fb;cc654a446002201847c18ab0546eed99;"";d40eb576-19dd-4c70-8e43-579fa7ee4957;324c6530-705c-49bc-b757-92a6857475d3;housecode;420591391079;НЕ БРЕНД;ЗООМАГАЗИН;N;Y;5995;Зоомагазины;Всё для домашних животных;Дети и животные;POS;"";N;"";483;188936.0000000000;391.1718426501;Кемерово;55.354727;86.088374;18594.902011492900000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000002438;ARTEKS;20180270;1;Кемеровская область;Кемерово;ул Ленина,  14;55.521639;86.102181;"";"";Кемеровский городской округ;"";"";"";улица Ленина;12;house;d1c6e60ed625c79653b270a336428b81;"";"";"";534207c6-ab0e-431a-a9ba-dafa4e0cba9f;streetcode;4205334523;НЕ БРЕНД;АРТЕКС;Y;Y;5039;Оптовые поставщики других стройматериалов;Строительство и ремонт;Всё для дома;INT;420501001;N;"";9;440991.2700000000;48999.0300000000;Кемерово;55.354727;86.088374;18585.426558854330000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000002460;LENINA;20181089;1;Кемеровская область;Кемерово;ул Ленина, 2А;55.521715;86.096935;"";"";Кемеровский городской округ;"";"";"";улица Ленина;4;house;8ef441e32fc877a9f1e99478d5ceed1b;1012e0c19f518797461deaafa98ec5f1;"";"";534207c6-ab0e-431a-a9ba-dafa4e0cba9f;streetcode;4205302923;НЕ БРЕНД;ЛЕНИНА;N;Y;5261;Садоводческие магазины;Всё для дома;Всё для дома;POS;"";N;"";584;568782.8500000000;973.9432363014;Кемерово;55.354727;86.088374;18581.303416221464000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000002340;EDELVEYS-6;267582;1;Кемеровская область;Кемерово;ул Ленина, Дом 6;55.521455;86.101319;"";"";Кемеровский городской округ;"";"";"";улица Ленина;6;house;35aeec228debc168d377cd02079fa735;d017d0a5341abf4e56ca18afc67b252e;"";26e0b4bd-e51b-42fc-8ac0-d6b23ab561d6;534207c6-ab0e-431a-a9ba-dafa4e0cba9f;housecode;4205223460;НЕ БРЕНД;ЭДЕЛЬВЕЙС-6;N;Y;5912;Аптеки;Аптеки;Медицина и косметика;POS;420501001;N;"";464;177676.5200000000;382.9235344828;Кемерово;55.354727;86.088374;18562.510680456104000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;641000011089;AZGS 32;21920756;1;"";Кемерово;ул Советская,  дом 8а;55.521369;86.096082;"";"";Кемеровский городской округ;"";"";"";Советская улица;6;house;e7c3cfdfcf1c707b1b0a4a1910907519;f7e7d5355868be6d96087c81e46fcfc8;"";"";0680a23f-0f19-460b-a703-2ae4b4e5b6be;streetcode;7017344852;НЕ БРЕНД;АЗГС 32;N;Y;5541;Станции техобслуживания;Автозаправки;Личный транспорт;POS;"";N;"";128;81459.6500000000;636.4035156250;Кемерово;55.354727;86.088374;18541.345609225405000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000024123;SP IP MUSINSKAYA O.V.;21961333;1;Кемеровская область;Кемерово;ул Нагорная, Дом 1;55.521384;86.093944;"";"";Кемеровский городской округ;"";"";"";Нагорная улица;1;house;93b207567ec095854d454114e3f10d45;99ba3a27095b52411c9bb693cbc5ed08;"";33a851ba-0b9d-44ed-8217-ac4e8b9513e0;209c108a-3ec6-41d2-a867-23dc34c9edcf;housecode;420535706455;НЕ БРЕНД;SP_ИП МУСИНСКАЯ О.В.;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";372;47289.0000000000;127.1209677419;Кемерово;55.354727;86.088374;18539.965538915734000000;medium
